"","from_skill","to_skill","link_probability","start_skill_relevance","end_skill_relevance","skillType_from","reuseLevel_from","skillType_to","reuseLevel_to"
"2986","business processes","customer relationship management",1,140,12,"knowledge","cross-sector","knowledge","cross-sector"
"2987","business processes","energy market",1,140,14,"knowledge","cross-sector","knowledge","cross-sector"
"2988","business processes","detect bottlenecks",1,140,10,"knowledge","cross-sector","skill/competence","cross-sector"
"2989","business processes","conduct cleaning tasks",1,140,38,"knowledge","cross-sector","skill/competence","sector-specific"
"2990","business processes","civil engineering",1,140,17,"knowledge","cross-sector","knowledge","cross-sector"
"2991","business processes","cyber security",1,140,18,"knowledge","cross-sector","knowledge","sector-specific"
"2992","business processes","meet deadlines",1,140,26,"knowledge","cross-sector","skill/competence","cross-sector"
"2993","business processes","show commitment",1,140,38,"knowledge","cross-sector","skill/competence","transversal"
"2994","business processes","computer engineering",1,140,24,"knowledge","cross-sector","knowledge","cross-sector"
"2995","business processes","cooperate with colleagues",1,140,29,"knowledge","cross-sector","skill/competence","cross-sector"
"2996","business processes","transmission technology",0.86,140,12,"knowledge","cross-sector","knowledge","cross-sector"
